Solving with SCIP 8.1.0 [LP solver: Glop 9.9]
Total makespan = 37.0
z 13 8 3 0.0
z 13 9 0 0.0
z 13 9 1 0.0
z 13 9 2 0.0
z 13 9 3 0.0
z 13 10 0 0.0
z 13 10 1 0.0
z 13 10 2 0.0
z 13 10 3 0.0
z 13 11 0 0.0
z 13 11 1 0.0
z 13 11 2 0.0
z 13 11 3 0.0
z 13 12 0 0.0
z 13 12 1 0.0
z 13 12 2 0.0
z 13 12 3 0.0
z 13 13 0 0.0
z 13 13 1 0.0
z 13 13 2 0.0
z 13 13 3 0.0
z 13 14 0 0.0
z 13 14 1 0.0
z 13 14 2 0.0
z 13 14 3 0.0
z 13 15 0 0.0
z 13 15 1 0.0
z 13 15 2 0.0
z 13 15 3 0.0
z 13 16 0 0.0
z 13 16 1 0.0
z 13 16 2 0.0
z 13 16 3 0.0
z 13 17 0 0.0
z 13 17 1 0.0
z 13 17 2 0.0
z 13 17 3 0.0
z 13 18 0 0.0
z 13 18 1 0.0
z 13 18 2 0.0
z 13 18 3 0.0
z 13 19 0 0.0
z 13 19 1 0.0
z 13 19 2 0.0
z 13 19 3 0.0
z 13 20 0 0.0
z 13 20 1 0.0
z 13 20 2 0.0
z 13 20 3 0.0
z 13 21 0 0.0
z 13 21 1 0.0
z 13 21 2 0.0
z 13 21 3 0.0
z 13 22 0 0.0
z 13 22 1 0.0
z 13 22 2 0.0
z 13 22 3 0.0
z 13 23 0 0.0
z 13 23 1 0.0
z 13 23 2 0.0
z 13 23 3 0.0
z 13 24 0 0.0
z 13 24 1 0.0
z 13 24 2 0.0
z 13 24 3 0.0
z 13 25 0 0.0
z 13 25 1 0.0
z 13 25 2 0.0
z 13 25 3 0.0
z 13 26 0 0.0
z 13 26 1 0.0
z 13 26 2 0.0
z 13 26 3 0.0
z 13 27 0 0.0
z 13 27 1 0.0
z 13 27 2 0.0
z 13 27 3 0.0
z 13 28 0 0.0
z 13 28 1 0.0
z 13 28 2 0.0
z 13 28 3 0.0
z 13 29 0 0.0
z 13 29 1 0.0
z 13 29 2 0.0
z 13 29 3 0.0
z 13 30 0 0.0
z 13 30 1 0.0
z 13 30 2 0.0
z 13 30 3 0.0
z 13 31 0 0.0
z 13 31 1 0.0
z 13 31 2 0.0
z 13 31 3 0.0
z 13 32 0 0.0
z 13 32 1 0.0
z 13 32 2 0.0
z 13 32 3 0.0
z 13 33 0 0.0
z 13 33 1 0.0
z 13 33 2 0.0
z 13 33 3 0.0
z 13 34 0 0.0
z 13 34 1 0.0
z 13 34 2 0.0
z 13 34 3 0.0
z 13 35 0 0.0
z 13 35 1 0.0
z 13 35 2 0.0
z 13 35 3 0.0
z 13 36 0 0.0
z 13 36 1 0.0
z 13 36 2 0.0
z 13 36 3 0.0
z 13 37 0 0.0
z 13 37 1 0.0
z 13 37 2 0.0
z 13 37 3 0.0
z 13 38 0 0.0
z 13 38 1 0.0
z 13 38 2 0.0
z 13 38 3 0.0
z 13 39 0 0.0
z 13 39 1 0.0
z 13 39 2 0.0
z 13 39 3 0.0
z 13 40 0 0.0
z 13 40 1 0.0
z 13 40 2 0.0
z 13 40 3 0.0
z 13 41 0 0.0
z 13 41 1 0.0
z 13 41 2 0.0
z 13 41 3 0.0
z 13 42 0 0.0
z 13 42 1 0.0
z 13 42 2 0.0
z 13 42 3 0.0
z 13 43 0 0.0
z 13 43 1 0.0
z 13 43 2 0.0
z 13 43 3 0.0
z 13 44 0 0.0
z 13 44 1 0.0
z 13 44 2 0.0
z 13 44 3 0.0
z 13 45 0 0.0
z 13 45 1 0.0
z 13 45 2 0.0
z 13 45 3 0.0
z 13 46 0 0.0
z 13 46 1 0.0
z 13 46 2 0.0
z 13 46 3 0.0
z 13 47 0 0.0
z 13 47 1 0.0
z 13 47 2 0.0
z 13 47 3 0.0
z 13 48 0 0.0
z 13 48 1 0.0
z 13 48 2 0.0
z 13 48 3 0.0
z 13 49 0 0.0
z 13 49 1 0.0
z 13 49 2 0.0
z 13 49 3 0.0
z 14 0 0 0.0
z 14 0 1 0.0
z 14 0 2 0.0
z 14 0 3 0.0
z 14 1 0 0.0
z 14 1 1 0.0
z 14 1 2 0.0
z 14 1 3 0.0
z 14 2 0 0.0
z 14 2 1 0.0
z 14 2 2 0.0
z 14 2 3 0.0
z 14 3 0 0.0
z 14 3 1 0.0
z 14 3 2 0.0
z 14 3 3 0.0
z 14 4 0 0.0
z 14 4 1 0.0
z 14 4 2 0.0
z 14 4 3 0.0
z 14 5 0 0.0
z 14 5 1 0.0
z 14 5 2 0.0
z 14 5 3 0.0
z 14 6 0 0.0
z 14 6 1 0.0
z 14 6 2 0.0
z 14 6 3 0.0
z 14 7 0 0.0
z 14 7 1 0.0
z 14 7 2 0.0
z 14 7 3 0.0
z 14 8 0 0.0
z 14 8 1 0.0
z 14 8 2 0.0
z 14 8 3 0.0
z 14 9 0 0.0
z 14 9 1 0.0
z 14 9 2 0.0
z 14 9 3 0.0
z 14 10 0 0.0
z 14 10 1 0.0
z 14 10 2 0.0
z 14 10 3 0.0
z 14 11 0 0.0
z 14 11 1 0.0
z 14 11 2 0.0
z 14 11 3 0.0
z 14 12 0 0.0
z 14 12 1 0.0
z 14 12 2 0.0
z 14 12 3 0.0
z 14 13 0 0.0
z 14 13 1 0.0
z 14 13 2 0.0
z 14 13 3 0.0
z 14 14 0 0.0
z 14 14 1 0.0
z 14 14 2 0.0
z 14 14 3 0.0
z 14 15 0 0.0
z 14 15 1 0.0
z 14 15 2 0.0
z 14 15 3 0.0
z 14 16 0 0.0
z 14 16 1 0.0
z 14 16 2 0.0
z 14 16 3 0.0
z 14 17 0 0.0
z 14 17 1 0.0
z 14 17 2 0.0
z 14 17 3 0.0
z 14 18 0 0.0
z 14 18 1 0.0
z 14 18 2 0.0
z 14 18 3 0.0
z 14 19 0 0.0
z 14 19 1 0.0
z 14 19 2 0.0
z 14 19 3 0.0
z 14 20 0 0.0
z 14 20 1 0.0
z 14 20 2 0.0
z 14 20 3 0.0
z 14 21 0 0.0
z 14 21 1 0.0
z 14 21 2 0.0
z 14 21 3 0.0
z 14 22 0 0.0
z 14 22 1 0.0
z 14 22 2 0.0
z 14 22 3 0.0
z 14 23 0 0.0
z 14 23 1 0.0
z 14 23 2 0.0
z 14 23 3 0.0
z 14 24 0 0.0
z 14 24 1 0.0
z 14 24 2 0.0
z 14 24 3 0.0
z 14 25 0 0.0
z 14 25 1 0.0
z 14 25 2 0.0
z 14 25 3 0.0
z 14 26 0 0.0
z 14 26 1 0.0
z 14 26 2 0.0
z 14 26 3 0.0
z 14 27 0 0.0
z 14 27 1 0.0
z 14 27 2 0.0
z 14 27 3 0.0
z 14 28 0 0.0
z 14 28 1 0.0
z 14 28 2 0.0
z 14 28 3 0.0
z 14 29 0 0.0
z 14 29 1 0.0
z 14 29 2 0.0
z 14 29 3 0.0
z 14 30 0 0.0
z 14 30 1 0.0
z 14 30 2 0.0
z 14 30 3 0.0
z 14 31 0 0.0
z 14 31 1 0.0
z 14 31 2 0.0
z 14 31 3 0.0
z 14 32 0 0.0
z 14 32 1 0.0
z 14 32 2 0.0
z 14 32 3 0.0
z 14 33 0 0.0
z 14 33 1 0.0
z 14 33 2 0.0
z 14 33 3 0.0
z 14 34 0 0.0
z 14 34 1 0.0
z 14 34 2 0.0
z 14 34 3 0.0
z 14 35 0 0.0
z 14 35 1 0.0
z 14 35 2 0.0
z 14 35 3 0.0
z 14 36 0 0.0
z 14 36 1 0.0
z 14 36 2 0.0
z 14 36 3 0.0
z 14 37 0 0.0
z 14 37 1 0.0
z 14 37 2 0.0
z 14 37 3 0.0
z 14 38 0 0.0
z 14 38 1 0.0
z 14 38 2 0.0
z 14 38 3 0.0
z 14 39 0 0.0
z 14 39 1 0.0
z 14 39 2 0.0
z 14 39 3 0.0
z 14 40 0 0.0
z 14 40 1 0.0
z 14 40 2 0.0
z 14 40 3 0.0
z 14 41 0 0.0
z 14 41 1 0.0
z 14 41 2 0.0
z 14 41 3 0.0
z 14 42 0 0.0
z 14 42 1 0.0
z 14 42 2 0.0
z 14 42 3 0.0
z 14 43 0 0.0
z 14 43 1 0.0
z 14 43 2 0.0
z 14 43 3 0.0
z 14 44 0 0.0
z 14 44 1 0.0
z 14 44 2 0.0
z 14 44 3 0.0
z 14 45 0 0.0
z 14 45 1 0.0
z 14 45 2 0.0
z 14 45 3 0.0
z 14 46 0 0.0
z 14 46 1 0.0
z 14 46 2 0.0
z 14 46 3 0.0
z 14 47 0 0.0
z 14 47 1 0.0
z 14 47 2 0.0
z 14 47 3 0.0
z 14 48 0 0.0
z 14 48 1 0.0
z 14 48 2 0.0
z 14 48 3 0.0
z 14 49 0 0.0
z 14 49 1 0.0
z 14 49 2 0.0
z 14 49 3 0.0
z 15 0 0 0.0
z 15 0 1 0.0
z 15 0 2 0.0
z 15 0 3 0.0
z 15 1 0 0.0
z 15 1 1 0.0
z 15 1 2 0.0
z 15 1 3 0.0
z 15 2 0 0.0
z 15 2 1 0.0
z 15 2 2 0.0
z 15 2 3 0.0
z 15 3 0 0.0
z 15 3 1 0.0
z 15 3 2 0.0
z 15 3 3 0.0
z 15 4 0 0.0
z 15 4 1 0.0
z 15 4 2 0.0
z 15 4 3 0.0
z 15 5 0 0.0
z 15 5 1 0.0
z 15 5 2 0.0
z 15 5 3 0.0
z 15 6 0 0.0
z 15 6 1 0.0
z 15 6 2 0.0
z 15 6 3 0.0
z 15 7 0 0.0
z 15 7 1 0.0
z 15 7 2 0.0
z 15 7 3 0.0
z 15 8 0 0.0
z 15 8 1 0.0
z 15 8 2 0.0
z 15 8 3 0.0
z 15 9 0 0.0
z 15 9 1 0.0
z 15 9 2 0.0
z 15 9 3 0.0
z 15 10 0 0.0
z 15 10 1 0.0
z 15 10 2 0.0
z 15 10 3 0.0
z 15 11 0 0.0
z 15 11 1 0.0
z 15 11 2 0.0
z 15 11 3 0.0
z 15 12 0 0.0
z 15 12 1 0.0
z 15 12 2 0.0
z 15 12 3 0.0
z 15 13 0 0.0
z 15 13 1 0.0
z 15 13 2 0.0
z 15 13 3 0.0
z 15 14 0 0.0
z 15 14 1 0.0
z 15 14 2 0.0
z 15 14 3 0.0
z 15 15 0 0.0
z 15 15 1 0.0
z 15 15 2 0.0
z 15 15 3 0.0
z 15 16 0 0.0
z 15 16 1 0.0
z 15 16 2 0.0
z 15 16 3 0.0
z 15 17 0 0.0
z 15 17 1 0.0
z 15 17 2 0.0
z 15 17 3 0.0
z 15 18 0 0.0
z 15 18 1 0.0
z 15 18 2 0.0
z 15 18 3 0.0
z 15 19 0 0.0
z 15 19 1 0.0
z 15 19 2 0.0
z 15 19 3 0.0
z 15 20 0 0.0
z 15 20 1 0.0
z 15 20 2 0.0
z 15 20 3 0.0
z 15 21 0 0.0
z 15 21 1 0.0
z 15 21 2 0.0
z 15 21 3 0.0
z 15 22 0 0.0
z 15 22 1 0.0
z 15 22 2 0.0
z 15 22 3 0.0
z 15 23 0 0.0
z 15 23 1 0.0
z 15 23 2 0.0
z 15 23 3 0.0
z 15 24 0 0.0
z 15 24 1 0.0
z 15 24 2 0.0
z 15 24 3 0.0
z 15 25 0 0.0
z 15 25 1 0.0
z 15 25 2 0.0
z 15 25 3 0.0
z 15 26 0 0.0
z 15 26 1 0.0
z 15 26 2 0.0
z 15 26 3 0.0
z 15 27 0 0.0
z 15 27 1 0.0
z 15 27 2 0.0
z 15 27 3 0.0
z 15 28 0 0.0
z 15 28 1 0.0
z 15 28 2 0.0
z 15 28 3 0.0
z 15 29 0 0.0
z 15 29 1 0.0
z 15 29 2 0.0
z 15 29 3 0.0
z 15 30 0 0.0
z 15 30 1 0.0
z 15 30 2 0.0
z 15 30 3 0.0
z 15 31 0 0.0
z 15 31 1 0.0
z 15 31 2 0.0
z 15 31 3 0.0
z 15 32 0 0.0
z 15 32 1 0.0
z 15 32 2 0.0
z 15 32 3 0.0
z 15 33 0 0.0
z 15 33 1 0.0
z 15 33 2 0.0
z 15 33 3 0.0
z 15 34 0 0.0
z 15 34 1 0.0
z 15 34 2 0.0
z 15 34 3 0.0
z 15 35 0 0.0
z 15 35 1 0.0
z 15 35 2 0.0
z 15 35 3 0.0
z 15 36 0 0.0
z 15 36 1 0.0
z 15 36 2 0.0
z 15 36 3 0.0
z 15 37 0 0.0
z 15 37 1 0.0
z 15 37 2 0.0
z 15 37 3 0.0
z 15 38 0 0.0
z 15 38 1 0.0
z 15 38 2 0.0
z 15 38 3 0.0
z 15 39 0 0.0
z 15 39 1 0.0
z 15 39 2 0.0
z 15 39 3 0.0
z 15 40 0 0.0
z 15 40 1 0.0
z 15 40 2 0.0
z 15 40 3 0.0
z 15 41 0 0.0
z 15 41 1 0.0
z 15 41 2 0.0
z 15 41 3 0.0
z 15 42 0 0.0
z 15 42 1 0.0
z 15 42 2 0.0
z 15 42 3 0.0
z 15 43 0 0.0
z 15 43 1 0.0
z 15 43 2 0.0
z 15 43 3 0.0
z 15 44 0 0.0
z 15 44 1 0.0
z 15 44 2 0.0
z 15 44 3 0.0
z 15 45 0 0.0
z 15 45 1 0.0
z 15 45 2 0.0
z 15 45 3 0.0
z 15 46 0 0.0
z 15 46 1 0.0
z 15 46 2 0.0
z 15 46 3 0.0
z 15 47 0 0.0
z 15 47 1 0.0
z 15 47 2 0.0
z 15 47 3 0.0
z 15 48 0 0.0
z 15 48 1 0.0
z 15 48 2 0.0
z 15 48 3 0.0
z 15 49 0 0.0
z 15 49 1 0.0
z 15 49 2 0.0
z 15 49 3 0.0
z 16 0 0 0.0
z 16 0 1 0.0
z 16 0 2 0.0
z 16 0 3 0.0
z 16 1 0 0.0
z 16 1 1 0.0
z 16 1 2 0.0
z 16 1 3 0.0
z 16 2 0 0.0
z 16 2 1 0.0
z 16 2 2 0.0
z 16 2 3 0.0
z 16 3 0 0.0
z 16 3 1 0.0
z 16 3 2 0.0
z 16 3 3 0.0
z 16 4 0 0.0
z 16 4 1 0.0
z 16 4 2 0.0
z 16 4 3 0.0
z 16 5 0 0.0
z 16 5 1 0.0
z 16 5 2 0.0
z 16 5 3 0.0
z 16 6 0 0.0
z 16 6 1 0.0
z 16 6 2 0.0
z 16 6 3 0.0
z 16 7 0 0.0
z 16 7 1 0.0
z 16 7 2 0.0
z 16 7 3 0.0
z 16 8 0 0.0
z 16 8 1 0.0
z 16 8 2 0.0
z 16 8 3 0.0
z 16 9 0 0.0
z 16 9 1 0.0
z 16 9 2 0.0
z 16 9 3 0.0
z 16 10 0 0.0
z 16 10 1 0.0
z 16 10 2 0.0
z 16 10 3 0.0
z 16 11 0 0.0
z 16 11 1 0.0
z 16 11 2 0.0
z 16 11 3 0.0
z 16 12 0 0.0
z 16 12 1 0.0
z 16 12 2 0.0
z 16 12 3 0.0
z 16 13 0 0.0
z 16 13 1 0.0
z 16 13 2 0.0
z 16 13 3 0.0
z 16 14 0 0.0
z 16 14 1 0.0
z 16 14 2 0.0
z 16 14 3 0.0
z 16 15 0 0.0
z 16 15 1 0.0
z 16 15 2 0.0
z 16 15 3 0.0
z 16 16 0 0.0
z 16 16 1 0.0
z 16 16 2 0.0
z 16 16 3 0.0
z 16 17 0 0.0
z 16 17 1 0.0
z 16 17 2 0.0
z 16 17 3 0.0
z 16 18 0 0.0
z 16 18 1 0.0
z 16 18 2 0.0
z 16 18 3 0.0
z 16 19 0 0.0
z 16 19 1 0.0
z 16 19 2 0.0
z 16 19 3 0.0
z 16 20 0 0.0
z 16 20 1 0.0
z 16 20 2 0.0
z 16 20 3 0.0
z 16 21 0 0.0
z 16 21 1 0.0
z 16 21 2 0.0
z 16 21 3 0.0
z 16 22 0 0.0
z 16 22 1 0.0
z 16 22 2 0.0
z 16 22 3 0.0
z 16 23 0 0.0
z 16 23 1 0.0
z 16 23 2 0.0
z 16 23 3 0.0
z 16 24 0 0.0
z 16 24 1 0.0
z 16 24 2 0.0
z 16 24 3 0.0
z 16 25 0 0.0
z 16 25 1 0.0
z 16 25 2 0.0
z 16 25 3 0.0
z 16 26 0 0.0
z 16 26 1 0.0
z 16 26 2 0.0
z 16 26 3 0.0
z 16 27 0 0.0
z 16 27 1 0.0
z 16 27 2 0.0
z 16 27 3 0.0
z 16 28 0 0.0
z 16 28 1 0.0
z 16 28 2 0.0
z 16 28 3 0.0
z 16 29 0 0.0
z 16 29 1 0.0
z 16 29 2 0.0
z 16 29 3 0.0
z 16 30 0 0.0
z 16 30 1 0.0
z 16 30 2 0.0
z 16 30 3 0.0
z 16 31 0 0.0
z 16 31 1 0.0
z 16 31 2 0.0
z 16 31 3 0.0
z 16 32 0 0.0
z 16 32 1 0.0
z 16 32 2 0.0
z 16 32 3 0.0
z 16 33 0 0.0
z 16 33 1 0.0
z 16 33 2 0.0
z 16 33 3 0.0
z 16 34 0 0.0
z 16 34 1 0.0
z 16 34 2 0.0
z 16 34 3 0.0
z 16 35 0 0.0
z 16 35 1 0.0
z 16 35 2 0.0
z 16 35 3 0.0
z 16 36 0 0.0
z 16 36 1 0.0
z 16 36 2 0.0
z 16 36 3 0.0
z 16 37 0 0.0
z 16 37 1 0.0
z 16 37 2 0.0
z 16 37 3 0.0
z 16 38 0 0.0
z 16 38 1 0.0
z 16 38 2 0.0
z 16 38 3 0.0
z 16 39 0 0.0
z 16 39 1 0.0
z 16 39 2 0.0
z 16 39 3 0.0
z 16 40 0 0.0
z 16 40 1 0.0
z 16 40 2 0.0
z 16 40 3 0.0
z 16 41 0 0.0
z 16 41 1 0.0
z 16 41 2 0.0
z 16 41 3 0.0
z 16 42 0 0.0
z 16 42 1 0.0
z 16 42 2 0.0
z 16 42 3 0.0
z 16 43 0 0.0
z 16 43 1 0.0
z 16 43 2 0.0
z 16 43 3 0.0
z 16 44 0 0.0
z 16 44 1 0.0
z 16 44 2 0.0
z 16 44 3 0.0
z 16 45 0 0.0
z 16 45 1 0.0
z 16 45 2 0.0
z 16 45 3 0.0
z 16 46 0 0.0
z 16 46 1 0.0
z 16 46 2 0.0
z 16 46 3 0.0
z 16 47 0 0.0
z 16 47 1 0.0
z 16 47 2 0.0
z 16 47 3 0.0
z 16 48 0 0.0
z 16 48 1 0.0
z 16 48 2 0.0
z 16 48 3 0.0
z 16 49 0 0.0
z 16 49 1 0.0
z 16 49 2 0.0
z 16 49 3 0.0
z 17 0 0 0.0
z 17 0 1 0.0
z 17 0 2 0.0
z 17 0 3 0.0
z 17 1 0 0.0
z 17 1 1 0.0
z 17 1 2 0.0
z 17 1 3 0.0
z 17 2 0 0.0
z 17 2 1 0.0
z 17 2 2 0.0
z 17 2 3 0.0
z 17 3 0 0.0
z 17 3 1 0.0
z 17 3 2 0.0
z 17 3 3 0.0
z 17 4 0 0.0
z 17 4 1 0.0
z 17 4 2 0.0
z 17 4 3 0.0
z 17 5 0 0.0
z 17 5 1 0.0
z 17 5 2 0.0
z 17 5 3 0.0
z 17 6 0 0.0
z 17 6 1 0.0
z 17 6 2 0.0
z 17 6 3 0.0
z 17 7 0 0.0
z 17 7 1 0.0
z 17 7 2 0.0
z 17 7 3 0.0
z 17 8 0 0.0
z 17 8 1 0.0
z 17 8 2 0.0
z 17 8 3 0.0
z 17 9 0 0.0
z 17 9 1 0.0
z 17 9 2 0.0
z 17 9 3 0.0
z 17 10 0 0.0
z 17 10 1 0.0
z 17 10 2 0.0
z 17 10 3 0.0
z 17 11 0 0.0
z 17 11 1 0.0
z 17 11 2 0.0
z 17 11 3 0.0
z 17 12 0 0.0
z 17 12 1 0.0
z 17 12 2 0.0
z 17 12 3 0.0
z 17 13 0 0.0
z 17 13 1 0.0
z 17 13 2 0.0
z 17 13 3 0.0
z 17 14 0 0.0
z 17 14 1 0.0
z 17 14 2 0.0
z 17 14 3 0.0
z 17 15 0 0.0
z 17 15 1 0.0
z 17 15 2 0.0
z 17 15 3 0.0
z 17 16 0 0.0
z 17 16 1 0.0
z 17 16 2 0.0
z 17 16 3 0.0
z 17 17 0 0.0
z 17 17 1 0.0
z 17 17 2 0.0
z 17 17 3 0.0
z 17 18 0 0.0
z 17 18 1 0.0
z 17 18 2 0.0
z 17 18 3 0.0
z 17 19 0 0.0
z 17 19 1 0.0
z 17 19 2 0.0
z 17 19 3 0.0
z 17 20 0 0.0
z 17 20 1 0.0
z 17 20 2 0.0
z 17 20 3 0.0
z 17 21 0 0.0
z 17 21 1 0.0
z 17 21 2 0.0
z 17 21 3 0.0
z 17 22 0 0.0
z 17 22 1 0.0
z 17 22 2 0.0
z 17 22 3 0.0
z 17 23 0 0.0
z 17 23 1 0.0
z 17 23 2 0.0
z 17 23 3 0.0
z 17 24 0 0.0
z 17 24 1 0.0
z 17 24 2 0.0
z 17 24 3 0.0
z 17 25 0 0.0
z 17 25 1 0.0
z 17 25 2 0.0
z 17 25 3 0.0
z 17 26 0 0.0
z 17 26 1 0.0
z 17 26 2 0.0
z 17 26 3 0.0
z 17 27 0 0.0
z 17 27 1 0.0
z 17 27 2 0.0
z 17 27 3 0.0
z 17 28 0 0.0
z 17 28 1 0.0
z 17 28 2 0.0
z 17 28 3 0.0
z 17 29 0 0.0
z 17 29 1 0.0
z 17 29 2 0.0
z 17 29 3 0.0
z 17 30 0 0.0
z 17 30 1 0.0
z 17 30 2 0.0
z 17 30 3 0.0
z 17 31 0 0.0
z 17 31 1 0.0
z 17 31 2 0.0
z 17 31 3 0.0
z 17 32 0 0.0
z 17 32 1 0.0
z 17 32 2 0.0
z 17 32 3 0.0
z 17 33 0 0.0
z 17 33 1 0.0
z 17 33 2 0.0
z 17 33 3 0.0
z 17 34 0 0.0
z 17 34 1 0.0
z 17 34 2 0.0
z 17 34 3 0.0
z 17 35 0 0.0
z 17 35 1 0.0
z 17 35 2 0.0
z 17 35 3 0.0
z 17 36 0 0.0
z 17 36 1 0.0
z 17 36 2 0.0
z 17 36 3 0.0
z 17 37 0 0.0
z 17 37 1 0.0
z 17 37 2 0.0
z 17 37 3 0.0
z 17 38 0 0.0
z 17 38 1 0.0
z 17 38 2 0.0
z 17 38 3 0.0
z 17 39 0 0.0
z 17 39 1 0.0
z 17 39 2 0.0
z 17 39 3 0.0
z 17 40 0 0.0
z 17 40 1 0.0
z 17 40 2 0.0
z 17 40 3 0.0
z 17 41 0 0.0
z 17 41 1 0.0
z 17 41 2 0.0
z 17 41 3 0.0
z 17 42 0 0.0
z 17 42 1 0.0
z 17 42 2 0.0
z 17 42 3 0.0
z 17 43 0 0.0
z 17 43 1 0.0
z 17 43 2 0.0
z 17 43 3 0.0
z 17 44 0 0.0
z 17 44 1 0.0
z 17 44 2 0.0
z 17 44 3 0.0
z 17 45 0 0.0
z 17 45 1 0.0
z 17 45 2 0.0
z 17 45 3 0.0
z 17 46 0 0.0
z 17 46 1 0.0
z 17 46 2 0.0
z 17 46 3 0.0
z 17 47 0 0.0
z 17 47 1 0.0
z 17 47 2 0.0
z 17 47 3 0.0
z 17 48 0 0.0
z 17 48 1 0.0
z 17 48 2 0.0
z 17 48 3 0.0
z 17 49 0 0.0
z 17 49 1 0.0
z 17 49 2 0.0
z 17 49 3 0.0
z 18 0 0 0.0
z 18 0 1 0.0
z 18 0 2 0.0
z 18 0 3 0.0
z 18 1 0 0.0
z 18 1 1 0.0
z 18 1 2 0.0
z 18 1 3 0.0
z 18 2 0 0.0
z 18 2 1 0.0
z 18 2 2 0.0
z 18 2 3 0.0
z 18 3 0 0.0
z 18 3 1 0.0
z 18 3 2 0.0
z 18 3 3 0.0
z 18 4 0 0.0
z 18 4 1 0.0
z 18 4 2 0.0
z 18 4 3 0.0
z 18 5 0 0.0
z 18 5 1 0.0
z 18 5 2 0.0
z 18 5 3 0.0
z 18 6 0 0.0
z 18 6 1 0.0
z 18 6 2 0.0
z 18 6 3 0.0
z 18 7 0 0.0
z 18 7 1 0.0
z 18 7 2 0.0
z 18 7 3 0.0
z 18 8 0 0.0
z 18 8 1 0.0
z 18 8 2 0.0
z 18 8 3 0.0
z 18 9 0 0.0
z 18 9 1 0.0
z 18 9 2 0.0
z 18 9 3 0.0
z 18 10 0 0.0
z 18 10 1 0.0
z 18 10 2 0.0
z 18 10 3 0.0
z 18 11 0 0.0
z 18 11 1 0.0
z 18 11 2 0.0
z 18 11 3 0.0
z 18 12 0 0.0
z 18 12 1 0.0
z 18 12 2 0.0
z 18 12 3 0.0
z 18 13 0 0.0
z 18 13 1 0.0
z 18 13 2 0.0
z 18 13 3 0.0
z 18 14 0 0.0
z 18 14 1 0.0
z 18 14 2 0.0
z 18 14 3 0.0
z 18 15 0 0.0
z 18 15 1 0.0
z 18 15 2 0.0
z 18 15 3 0.0
z 18 16 0 0.0
z 18 16 1 0.0
z 18 16 2 0.0
z 18 16 3 0.0
z 18 17 0 0.0
z 18 17 1 0.0
z 18 17 2 0.0
z 18 17 3 0.0
z 18 18 0 0.0
z 18 18 1 0.0
z 18 18 2 0.0
z 18 18 3 0.0
z 18 19 0 0.0
z 18 19 1 0.0
z 18 19 2 0.0
z 18 19 3 0.0
z 18 20 0 0.0
z 18 20 1 0.0
z 18 20 2 0.0
z 18 20 3 0.0
z 18 21 0 0.0
z 18 21 1 0.0
z 18 21 2 0.0
z 18 21 3 0.0
z 18 22 0 0.0
z 18 22 1 0.0
z 18 22 2 0.0
z 18 22 3 0.0
z 18 23 0 0.0
z 18 23 1 0.0
z 18 23 2 0.0
z 18 23 3 0.0
z 18 24 0 0.0
z 18 24 1 0.0
z 18 24 2 0.0
z 18 24 3 0.0
z 18 25 0 0.0
z 18 25 1 0.0
z 18 25 2 0.0
z 18 25 3 0.0
z 18 26 0 0.0
z 18 26 1 0.0
z 18 26 2 0.0
z 18 26 3 0.0
z 18 27 0 0.0
z 18 27 1 0.0
z 18 27 2 0.0
z 18 27 3 0.0
z 18 28 0 0.0
z 18 28 1 0.0
z 18 28 2 0.0
z 18 28 3 0.0
z 18 29 0 0.0
z 18 29 1 0.0
z 18 29 2 0.0
z 18 29 3 0.0
z 18 30 0 0.0
z 18 30 1 0.0
z 18 30 2 0.0
z 18 30 3 0.0
z 18 31 0 0.0
z 18 31 1 0.0
z 18 31 2 0.0
z 18 31 3 0.0
z 18 32 0 0.0
z 18 32 1 0.0
z 18 32 2 0.0
z 18 32 3 0.0
z 18 33 0 0.0
z 18 33 1 0.0
z 18 33 2 0.0
z 18 33 3 0.0
z 18 34 0 0.0
z 18 34 1 0.0
z 18 34 2 0.0
z 18 34 3 0.0
z 18 35 0 0.0
z 18 35 1 0.0
z 18 35 2 0.0
z 18 35 3 0.0
z 18 36 0 0.0
z 18 36 1 0.0
z 18 36 2 0.0
z 18 36 3 0.0
z 18 37 0 0.0
z 18 37 1 0.0
z 18 37 2 0.0
z 18 37 3 0.0
z 18 38 0 0.0
z 18 38 1 0.0
z 18 38 2 0.0
z 18 38 3 0.0
z 18 39 0 0.0
z 18 39 1 0.0
z 18 39 2 0.0
z 18 39 3 0.0
z 18 40 0 0.0
z 18 40 1 0.0
z 18 40 2 0.0
z 18 40 3 0.0
z 18 41 0 0.0
z 18 41 1 0.0
z 18 41 2 0.0
z 18 41 3 0.0
z 18 42 0 0.0
z 18 42 1 0.0
z 18 42 2 0.0
z 18 42 3 0.0
z 18 43 0 0.0
z 18 43 1 0.0
z 18 43 2 0.0
z 18 43 3 0.0
z 18 44 0 0.0
z 18 44 1 0.0
z 18 44 2 0.0
z 18 44 3 0.0
z 18 45 0 0.0
z 18 45 1 0.0
z 18 45 2 0.0
z 18 45 3 0.0
z 18 46 0 0.0
z 18 46 1 0.0
z 18 46 2 0.0
z 18 46 3 0.0
z 18 47 0 0.0
z 18 47 1 0.0
z 18 47 2 0.0
z 18 47 3 0.0
z 18 48 0 0.0
z 18 48 1 0.0
z 18 48 2 0.0
z 18 48 3 0.0
z 18 49 0 0.0
z 18 49 1 0.0
